title,year,keywords,source,doi
UAV–Rider Collaborative Dispatching Under Stochastic Wind Conditions Considering Nonlinear Energy Dynamics,2026,Mathematical optimization; Wind power; Computer science; Nonlinear system; Robustness (evolution); Scheduling (production processes); Stochastic programming; Linearization; Reliability (semiconductor); Stochastic process; Backup; Control theory (sociology); Range (aeronautics); Nonlinear programming; Wind speed; Probability density function; Stochastic optimization; Markov decision process; Energy (signal processing),OpenAlex,https://doi.org/10.3390/drones10030174
Assessment of Urban Land Use Change within the Spatial and Legal Framework,2026,"Environmental planning; Spatial planning; Land-use planning; Urban planning; Land use; Geography; Environmental resource management; Business; Quality (philosophy); Regional planning; Urban area; Production (economics); Land use, land-use change and forestry; Zoning",OpenAlex,https://doi.org/10.54365/adyumbd.1787696
LAWFUL RIGHTS AND LEGITIMATE INTERESTS OF CITIZENS IN THE MERGER OF ADMINISTRATIVE UNITS: VIETNAMESE LAW AND PRACTICE IN HO CHI MINH CITY,2026,Public administration; Administrative law; Context (archaeology); Population; Vietnamese; Business; Corporate governance; Political science; State (computer science); Law; Public service; Restructuring; Status quo; Entitlement (fair division); Human rights; Service (business),OpenAlex,https://doi.org/10.18623/rvd.v23.5170
Axiomatic Urban Theory,2026,Axiom; Axiomatic system; Work (physics); Constant (computer programming); Mathematical economics; Mathematics; Basis (linear algebra); Complex system; Foundation (evidence); Energy (signal processing); Calculus (dental); Computer science; Theoretical physics; Simple (philosophy),OpenAlex,https://doi.org/10.6084/m9.figshare.31485694
Health sensitive decision-making for integrating artificial intelligence and landscape architecture in urban cities,2026,Landscape design; Discriminator; Computer science; Scalability; Architecture; Generator (circuit theory); Architectural engineering; Landscape architecture; Human–computer interaction; Environmental design and planning; Level design; Landscape assessment; Data science; Engineering; Visualization; Landscape planning; Resilience (materials science); Artificial intelligence; Systems engineering; Excellence; Urban planning; Risk analysis (engineering); Reinforcement learning,OpenAlex,https://doi.org/10.3846/jeelm.2026.25254
Urban land use optimization for improving carbon storage and mitigating surface runoff: a case study of Busan,2026,Surface runoff; Environmental science; Afforestation; Land use; Pareto principle; Carbon fibers; Urbanization; Sorting; Multi-objective optimization; Investment (military); Land cover; Unit (ring theory); Ecosystem services; Sustainability; Matching (statistics); Generalized Pareto distribution,OpenAlex,https://doi.org/10.1186/s13717-026-00676-7
<b>Decoding the Spatial Drivers of Building Energy: A Neighborhood-Scale Perspective for Low-Carbon Urban Planning</b>,2026,Perspective (graphical); Geography; Computer science; Energy (signal processing); Regional science; Data science; Statistical analysis; Architectural engineering,OpenAlex,https://doi.org/10.6084/m9.figshare.31476997
"Structural Transformation and Youth Labor Market Dynamics in Morocco: An Econometric Analysis of Employment Patterns, Gender Disparities, and Sectoral Transitions",2026,Microdata (statistics); Multinomial logistic regression; Economics; Labour economics; Wage; Educational attainment; Vocational education; Demographic economics; Logit; Commission; Human capital; Informal sector; Discrete choice; Econometric analysis; Logistic regression; Instrumental variable; Occupational segregation; Estimation; Econometric model; Survey data collection; National Longitudinal Surveys,OpenAlex,https://doi.org/10.5281/zenodo.18862255
"Plan Canada - Volume 15, Number 3 (December 1975)",2026,Commission; Plan (archaeology); Management; Prospecting; Politics; Urban planning; Political science; Public administration; Gray (unit); Regional planning; Operations research; Spatial planning,OpenAlex,https://doi.org/10.25316/gtpq-b109
"Volcanic Hazard Assessment of a Monogenetic Volcanic Field with Sporadic and Limited Information: Deterministic Approach for Harrat Lunayyir, Saudi Arabia",2026,Volcano; Lava; Volcanic hazards; Geology; Scoria; Strombolian eruption; Cinder cone; Lahar; Vulcanian eruption; Hazard; Hazard analysis; Seismology; Earth science; Lava field; Pyroclastic rock; Hazard map; Volcanic cone; Volcanism,OpenAlex,https://doi.org/10.3390/geohazards7010033
"Plan Canada - Volume 15, Number 1 (March 1975)",2026,Compendium; Human settlement; Redevelopment; Plan (archaeology); Apartment; Settlement (finance); Management; History; Futures contract; Engineering; Regional planning; Government (linguistics); Section (typography); Operations research; Public administration; Political science,OpenAlex,https://doi.org/10.25316/ahs2-m704
A Disconnection-Pattern-Based Approach for Mapping Spatial Configurations of Vulnerability in Urban Road Networks,2026,Computer science; Redundancy (engineering); Salient; Disconnection; Vulnerability (computing); Resilience (materials science); Vulnerability assessment; Graph theory; Fragmentation (computing); Spatial network; Geography; Graph; Control reconfiguration; Dynamism; Percolation (cognitive psychology); Aggregate (composite); Critical infrastructure; Street network; Giant component,OpenAlex,https://doi.org/10.3390/land15030420
From nodes to hubs: A scalable methodology for identifying and classifying multimodal mobility hubs in the Milan metropolitan area,2026,Computer science; Multimodal transport; Scalability; Context (archaeology); Process (computing); Node (physics); Metropolitan area; Transport engineering; Mobility model; Key (lock); Range (aeronautics); Public transport; Transport network; Sustainable transport; Individual mobility,OpenAlex,https://doi.org/10.1016/j.urbmob.2026.100200
Urban Water-Planning Support SystemUsing Fuzzy Logic and MetaheuristicAlgorithms Under Sustainability Criteria,2026,Fuzzy logic; Computer science; Metaheuristic; Sustainability; Algorithm; Fuzzy inference system; Fuzzy inference; Urban sustainability; Data mining; Mathematical optimization; Artificial intelligence,OpenAlex,https://doi.org/10.15244/pjoes/216484
Urban tourism itinerary planning technology based on time-aware and adversarial learning,2026,Adversarial system; Tourism; Business; Key (lock); Knowledge management; Context (archaeology); Computer science; Public relations,OpenAlex,https://doi.org/10.1007/s42452-026-08468-6
Enhancing Student Engagement and Experience in Remote Learning Environments,2026,Student engagement; Flexibility (engineering); Blended learning; Key (lock); Perception; Psychology; Computer science; Experiential learning; Digital learning; Educational technology; Active learning (machine learning); Pedagogy; Public engagement; Multimedia; Online learning; Mathematics education; Knowledge management; Virtual learning environment,OpenAlex,
